iter	Passed	Remaining
398	51572	594700
399	51704	594605
400	51816	594273
401	51925	593910
402	52050	593733
403	52207	593930
404	52345	593900
405	52466	593672
406	52627	593900
407	52730	593481
408	52838	593103
409	52948	592768
410	53060	592441
411	53212	592572
412	53327	592287
413	53436	591935
414	53544	591567
415	53691	591639
416	53813	591434
417	53914	590990
418	54022	590632
419	54128	590256
420	54223	589765
421	54331	589405
422	54431	588962
423	54636	589661
424	54759	589470
425	54873	589183
426	54974	588755
427	55106	588662
428	55219	588361
429	55344	588199
430	55461	587939
431	55645	588394
432	55752	588036
433	55848	587568
434	55957	587229
435	56064	586872
436	56181	586631
437	56279	586181
438	56397	585944
439	56534	585903
440	56687	586031
441	56787	585606
442	56890	585213
443	57041	585319
444	57143	584921
445	57245	584520
446	57388	584538
447	57498	584222
448	57661	584444
449	57778	584205
450	57883	583843
451	58001	583607
452	58143	583620
453	58260	583373
454	58428	583646
455	58561	583556
456	58714	583679
457	58821	583335
458	58932	583031
459	59047	582776
460	59154	582438
461	59285	582332
462	59436	582424
463	59589	582537
464	59742	582649
465	59852	582345
466	59958	581999
467	60054	581554
468	60155	581161
469	60273	580937
470	60391	580703
471	60505	580444
472	60683	580787
473	60806	580614
474	60907	580225
475	61008	579835
476	61121	579562
477	61243	579378
478	61375	579284
479	61487	579004
480	61660	579299
481	61809	579365
482	61951	579370
483	62079	579235
484	62194	578988
485	62307	578717
486	62417	578415
487	62548	578320
488	62714	578535
489	62856	578532
490	62977	578345
491	63112	578274
492	63213	577895
493	63316	577534
494	63417	577165
495	63541	577001
496	63646	576658
497	63803	576792
498	63921	576571
499	64015	576142
500	64117	575778
501	64230	575511
502	64346	575282
503	64496	575350
504	64618	575168
505	64772	575274
506	64878	574948
507	64989	574668
508	65081	574229
509	65197	573997
510	65307	573709
511	65426	573501
512	65555	573384
513	65656	573026
514	65804	573073
515	65906	572720
516	66042	572670
517	66184	572666
518	66307	572497
519	66573	573556
520	66895	575093
521	67108	575691
522	67271	575860
523	67408	575800
524	67545	575743
525	67712	575941
526	67868	576042
527	68006	575993
528	68127	575802
529	68280	575871
530	68402	575689
531	68534	575585
532	68662	575452
533	68865	575946
534	68986	575743
535	69101	575504
536	69223	575311
537	69354	575203
538	69466	574934
539	69599	574840
540	69704	574510
541	69841	574450
542	69989	574482
543	70137	574510
544	70272	574432
545	70375	574090
546	70495	573887
547	70593	573504
548	70739	573519
549	70890	573566
550	71045	573650
551	71153	573356
552	71247	572941
553	71359	572676
554	71467	572384
555	71599	572280
556	71803	572748
557	71924	572561
558	72043	572354
559	72168	572192
560	72276	571898
561	72388	571636
562	72494	571328
563	72668	571555
564	72821	571615
565	72962	571585
566	73095	571488
567	73199	571162
568	73306	570861
569	73424	570651
570	73533	570367
571	73649	570137
572	73801	570192
573	73926	570030
574	74034	569743
575	74126	569329
576	74253	569192
577	74367	568951
578	74480	568700
579	74620	568657
580	74790	568842
581	74924	568753
582	75070	568755
583	75175	568448
584	75302	568305
585	75443	568274
586	75575	568165
587	75678	567849
588	75858	568104
589	75978	567908
590	76100	567727
591	76234	567635
592	76397	567763
593	76499	567435
594	76613	567198
595	76715	566873
596	76882	567021
597	76990	566739
598	77134	566726
599	77255	566541
600	77373	566329
601	77514	566292
602	77684	566466
603	77793	566192
604	77955	566302
605	78058	565985
606	78157	565647
607	78260	565326
608	78377	565118
609	78505	564985
610	78620	564752
611	78738	564550
612	78890	564587
613	78993	564272
614	79098	563975
615	79196	563635
616	79295	563290
617	79395	562961
618	79501	562677
619	79615	562444
620	79717	562132
621	79868	562163
622	79993	562010
623	80101	561740
624	80224	561573
625	80351	561432
626	80467	561216
627	80599	561117
628	80702	560814
629	80859	560882
630	81009	560905
631	81137	560776
632	81255	560576
633	81381	560431
634	81545	560542
635	81648	560245
636	81756	559975
637	81939	560220
638	82050	559972
639	82148	559637
640	82252	559340
641	82348	558996
642	82478	558875
643	82625	558877
644	82758	558779
645	82913	558833
646	83023	558582
647	83140	558373
648	83258	558177
649	83379	558002
650	83483	557709
651	83632	557722
652	83744	557482
653	83912	557617
654	84015	557321
655	84115	557011
656	84215	556694
657	84333	556496
658	84437	556207
659	84555	556015
660	84662	555752
661	84797	555665
662	84957	555749
663	85064	555482
664	85186	555311
665	85297	555076
666	85404	554810
667	85513	554554
668	85627	554336
669	85764	554266
670	85952	554525
671	86054	554231
672	86188	554140
673	86316	554012
674	86409	553661
675	86518	553411
676	86642	553258
677	86769	553120
678	86926	553179
679	87060	553091
680	87175	552877
681	87288	552654
682	87398	552411
683	87539	552370
684	87648	552123
685	87809	552198
686	87987	552389
687	88109	552219
688	88232	552062
689	88333	551766
690	88445	551538
691	88568	551380
692	88681	551157
693	88785	550877
694	88952	550991
695	89048	550670
696	89151	550383
697	89266	550178
698	89373	549919
699	89521	549916
700	89637	549718
701	89766	549598
702	89931	549694
703	90048	549501
704	90176	549376
705	90320	549340
706	90455	549256
707	90573	549068
708	90711	549001
709	90806	548675
710	90987	548869
711	91090	548588
712	91192	548305
713	91296	548037
714	91409	547819
715	91537	547692
716	91645	547444
717	91798	547469
718	91968	547590
719	92080	547366
720	92196	547167
721	92296	546875
722	92425	546756
723	92582	546797
724	92794	547169
725	93069	547903
726	93272	548217
727	93474	548520
728	93618	548481
729	93777	548534
730	93884	548281
731	94041	548316
732	94157	548119
733	94262	547855
734	94361	547553
735	94472	547323
736	94587	547119
737	94741	547139
738	94849	546894
739	95026	547046
740	95133	546791
741	95233	546499
742	95357	546349
743	95498	546289
744	95603	546033
745	95713	545798
746	95819	545541
747	95983	545615
748	96086	545343
749	96183	545040
750	96300	544847
751	96431	544736
752	96541	544502
753	96656	544298
754	96820	544373
755	96977	544407
756	97108	544297
757	97225	544103
758	97333	543862
759	97445	543640
760	97558	543427
761	97696	543358
762	97846	543348
763	98014	543444
764	98122	543200
765	98231	542964
766	98332	542690
767	98445	542473
768	98563	542293
769	98676	542082
770	98811	541992
771	98981	542088
772	99093	541873
773	99187	541560
774	99296	541327
775	99410	541121
776	99527	540935
777	99660	540832
778	99810	540822
779	99914	540562
780	100069	540582
781	100182	540372
782	100321	540301
783	100463	540244
784	100575	540032
785	100700	539890
786	100810	539662
787	100959	539647
788	101086	539513
789	101195	539283
790	101310	539082
791	101441	538973
792	101562	538807
793	101679	538621
794	101787	538384
795	101906	538207
796	102088	538366
797	102197	538139
798	102304	537896
799	102400	537600
800	102525	537459
801	102630	537208
802	102767	537129
803	102912	537088
804	103078	537163
805	103219	537099
806	103331	536889
807	103437	536645
808	103567	536527
809	103682	536330
810	103786	536079
811	103899	535873
812	104068	535957
813	104172	535705
814	104272	535436
815	104375	535180
816	104488	534976
817	104593	534729
818	104727	534635
819	104888	534676
820	105025	534593
821	105136	534377
822	105254	534199
823	105409	534212
824	105541	534103
825	105656	533910
826	105825	533991
827	105928	533735
828	106082	533737
829	106194	533530
830	106312	533353
831	106439	533222
832	106555	533032
833	106678	532882
834	106781	532627
835	106880	532359
836	107050	532439
837	107155	532198
838	107300	532152
839	107410	531936
840	107532	531781
841	107718	531939
842	107850	531832
843	108021	531916
844	108161	531846
845	108261	531579
846	108380	531410
847	108489	531190
848	108622	531086
849	108752	530966
850	108884	530859
851	109039	530863
852	109153	530666
853	109267	530471
854	109405	530394
855	109537	530285
856	109652	530091
857	109763	529886
858	109871	529659
859	110041	529736
860	110171	529615
861	110271	529354
862	110377	529121
863	110508	529008
864	110630	528850
865	110743	528652
866	110852	528434
867	111021	528502
868	111144	528353
869	111244	528093
870	111331	527770
871	111491	527795
872	111591	527534
873	111696	527299
874	111794	527030
875	111901	526807
876	112061	526828
877	112201	526759
878	112316	526569
879	112448	526463
880	112574	526325
881	112689	526138
882	112802	525945
883	112940	525865
884	113103	525900
885	113231	525773
886	113339	525552
887	113442	525310
888	113553	525106
889	113672	524938
890	113807	524843
891	113924	524665
892	114071	524625
893	114189	524454
894	114289	524200
895	114398	523985
896	114513	523799
897	114616	523560
898	114739	523413
899	114834	523134
900	114937	522897
901	115078	522829
902	115205	522699
903	115312	522476
904	115426	522286
905	115577	522267
906	115701	522121
907	115817	521944
908	115947	521828
909	116117	521889
910	116255	521808
911	116371	521629
912	116501	521513
913	116608	521293
914	116734	521159
915	116863	521036
916	116974	520837
917	117170	521014
918	117276	520789
919	117400	520645
920	117550	520617
921	117682	520510
922	117841	520517
923	117978	520434
924	118153	520513
925	118276	520363
926	118395	520198
927	118523	520073
928	118655	519963
929	118760	519738
930	118904	519678
931	119099	519847
932	119231	519738
933	119375	519680
934	119513	519595
935	119614	519351
936	119727	519159
937	119834	518943
938	119934	518694
939	120067	518587
940	120207	518514
941	120334	518384
942	120469	518288
943	120602	518181
944	120715	517992
945	120846	517877
946	120947	517634
947	121116	517683
948	121220	517456
949	121324	517225
950	121434	517020
951	121566	516914
952	121675	516705
953	121782	516492
954	121901	516328
955	121995	516055
956	122172	516137
957	122272	515892
958	122388	515718
959	122504	515541
960	122633	515419
961	122752	515253
962	122880	515126
963	123010	515011
964	123162	514983
965	123268	514766
966	123375	514552
967	123521	514503
968	123661	514425
969	123793	514315
970	123922	514196
971	124028	513978
972	124179	513948
973	124281	513714
974	124400	513551
975	124514	513367
976	124629	513187
977	124774	513130
978	124880	512914
979	124999	512753
980	125170	512803
981	125293	512657
982	125415	512508
983	125532	512336
984	125660	512210
985	125775	512032
986	125883	511823
987	126012	511704
988	126187	511766
989	126299	511577
990	126466	511608
991	126607	511535
992	126742	511437
993	126853	511242
994	126965	511050
995	127098	510946
996	127248	510908
997	127355	510697
998	127466	510502
999	127587	510349
1000	127692	510134
1001	127797	509913
1002	127910	509730
1003	128040	509612
1004	128196	509595
1005	128339	509530
1006	128445	509319
1007	128562	509149
1008	128687	509008
1009	128820	508904
1010	128940	508746
1011	129065	508610
1012	129234	508647
1013	129354	508486
1014	129476	508339
1015	129586	508140
1016	129710	508002
1017	129824	507818
1018	129927	507597
1019	130035	507391
1020	130164	507270
1021	130329	507288
1022	130446	507120
1023	130547	506893
1024	130660	506707
1025	130791	506595
1026	130903	506407
1027	131019	506236
1028	131145	506100
1029	131366	506336
1030	131506	506256
1031	131609	506032
1032	131737	505909
1033	131835	505665
1034	131935	505435
1035	132041	505223
1036	132140	504989
1037	132309	505018
1038	132425	504846
1039	132525	504614
1040	132643	504454
1041	132759	504280
1042	132873	504105
1043	133020	504049
1044	133154	503947
1045	133296	503874
1046	133424	503749
1047	133530	503540
1048	133630	503313
1049	133789	503303
1050	133915	503169
1051	134032	503004
1052	134156	502864
1053	134313	502848
1054	134419	502639
1055	134532	502456
1056	134662	502341
1057	134765	502123
1058	134901	502025
1059	135015	501851
1060	135138	501705
1061	135314	501760
1062	135454	501679
1063	135567	501497
1064	135674	501293
1065	135815	501217
1066	135939	501077
1067	136068	500954
1068	136194	500824
1069	136365	500857
1070	136491	500724
1071	136618	500594
1072	136722	500380
1073	136838	500213
1074	136937	499980
1075	137039	499761
1076	137143	499547
1077	137307	499556
1078	137407	499328
1079	137502	499083
1080	137608	498878
1081	137706	498645
1082	137830	498504
1083	137957	498377
1084	138100	498305
1085	138277	498359
1086	138409	498249
1087	138501	497993
1088	138624	497852
1089	138726	497633
1090	138837	497448
1091	138945	497251
1092	139051	497047
1093	139162	496863
1094	139344	496931
1095	139450	496727
1096	139569	496572
1097	139692	496430
1098	139806	496256
1099	139917	496071
1100	140019	495854
1101	140160	495775
1102	140325	495782
1103	140453	495658
1104	140590	495565
1105	140721	495452
1106	140844	495308
1107	140979	495208
1108	141093	495034
1109	141229	494938
1110	141397	494955
1111	141516	494798
1112	141633	494636
1113	141760	494506
1114	141878	494348
1115	141999	494198
1116	142098	493974
1117	142209	493790
1118	142365	493764
1119	142472	493563
1120	142571	493342
1121	142706	493239
1122	142837	493125
1123	142957	492973
1124	143074	492811
1125	143203	492690
1126	143400	492803
1127	143521	492656
1128	143628	492457
1129	143725	492226
1130	143856	492114
1131	143984	491989
1132	144084	491768
1133	144188	491563
1134	144352	491561
1135	144458	491362
1136	144575	491198
1137	144677	490988
1138	144804	490860
1139	144955	490815
1140	145099	490743
1141	145221	490598
1142	145392	490620
1143	145514	490474
1144	145641	490346
1145	145749	490155
1146	145865	489990
1147	145999	489885
1148	146111	489709
1149	146225	489538
1150	146333	489345
1151	146510	489384
1152	146610	489166
1153	146699	488914
1154	146828	488791
1155	146950	488650
1156	147064	488479
1157	147196	488367
1158	147315	488212
1159	147500	488277
1160	147631	488163
1161	147733	487953
1162	147837	487748
1163	147969	487637
1164	148087	487481
1165	148224	487388
1166	148408	487445
1167	148523	487278
1168	148637	487109
1169	148759	486965
1170	148876	486805
1171	149001	486670
1172	149113	486494
1173	149223	486310
1174	149335	486133
1175	149496	486117
1176	149612	485953
1177	149715	485750
1178	149831	485587
1179	149974	485510
1180	150117	485434
1181	150242	485299
1182	150406	485293
1183	150568	485276
1184	150700	485167
1185	150829	485044
1186	150939	484861
1187	151171	485072
1188	151548	485745
1189	151737	485815
1190	151911	485837
1191	152035	485696
1192	152157	485551
1193	152286	485430
1194	152473	485492
1195	152613	485402
1196	152715	485194
1197	152839	485055
1198	152976	484955
1199	153122	484887
1200	153233	484707
1201	153343	484525
1202	153553	484658
1203	153668	484488
1204	153811	484409
1205	153962	484357
1206	154097	484250
1207	154227	484132
1208	154361	484024
1209	154526	484014
1210	154667	483927
1211	154777	483744
1212	154885	483555
1213	154995	483372
1214	155101	483177
1215	155204	482971
1216	155305	482760
1217	155410	482564
1218	155558	482498
1219	155665	482307
1220	155764	482093
1221	155868	481891
1222	155988	481741
1223	156117	481617
1224	156254	481518
1225	156349	481290
1226	156506	481255
1227	156655	481191
1228	156766	481015
1229	156899	480904
1230	156989	480660
1231	157136	480591
1232	157259	480450
1233	157384	480315
1234	157549	480301
1235	157656	480112
1236	157759	479910
1237	157861	479704
1238	157972	479527
1239	158073	479320
1240	158186	479148
1241	158303	478989
1242	158450	478920
1243	158625	478936
1244	158774	478873
1245	158906	478758
1246	159012	478567
1247	159132	478418
1248	159243	478239
1249	159352	478057
1250	159529	478078
1251	159653	477939
1252	159747	477712
1253	159855	477526
1254	159957	477323
1255	160059	477119
1256	160162	476920
1257	160267	476724
1258	160367	476516
1259	160519	476463
1260	160633	476294
1261	160725	476064
1262	160852	475935
1263	160979	475807
1264	161085	475615
1265	161193	475432
1266	161295	475230
1267	161400	475035
1268	161565	475019
1269	161666	474815
1270	161815	474751
1271	161940	474618
1272	162070	474499
1273	162191	474353
1274	162306	474188
1275	162456	474128
1276	162639	474163
1277	162776	474065
1278	162906	473945
1279	163007	473741
1280	163129	473597
1281	163231	473396
1282	163349	473241
1283	163482	473131
1284	163664	473162
1285	163781	473005
1286	163901	472855
1287	164001	472649
1288	164111	472472
1289	164213	472274
1290	164318	472082
1291	164455	471982
1292	164622	471969
1293	164749	471840
1294	164872	471700
1295	165024	471643
1296	165168	471564
1297	165289	471419
1298	165431	471332
1299	165606	471342
1300	165721	471177
1301	165825	470985
1302	165936	470812
1303	166068	470697
1304	166183	470534
1305	166309	470404
1306	166406	470189
1307	166571	470169
1308	166695	470032
1309	166838	469949
1310	166964	469818
1311	167096	469703
1312	167246	469639
1313	167368	469499
1314	167465	469284
1315	167615	469220
1316	167759	469140
1317	167876	468983
1318	168030	468930
1319	168165	468825
1320	168267	468628
1321	168378	468453
1322	168493	468290
1323	168686	468346
1324	168783	468134
1325	168892	467956
1326	169007	467794
1327	169111	467603
1328	169215	467410
1329	169315	467209
1330	169432	467053
1331	169592	467017
1332	169731	466920
1333	169832	466720
1334	169999	466702
1335	170138	466606
1336	170266	466482
1337	170374	466301
1338	170481	466119
1339	170631	466053
1340	170752	465908
1341	170866	465745
1342	170974	465565
1343	171098	465429
1344	171218	465280
1345	171321	465087
1346	171432	464916
1347	171571	464821
1348	171706	464713
1349	171806	464512
1350	171908	464317
1351	172029	464174
1352	172173	464093
1353	172293	463946
1354	172381	463712
1355	172480	463509
1356	172645	463484
1357	172745	463284
1358	172861	463125
1359	172978	462971
1360	173084	462789
1361	173189	462601
1362	173304	462441
1363	173425	462299
1364	173580	462246
1365	173715	462138
1366	173849	462030
1367	173974	461896
1368	174109	461790
1369	174260	461726
1370	174368	461548
1371	174507	461451
1372	174709	461522
1373	174833	461387
1374	174957	461250
1375	175081	461114
1376	175212	460997
1377	175315	460807
1378	175437	460665
1379	175582	460587
1380	175730	460514
1381	175884	460457
1382	176036	460392
1383	176153	460237
1384	176290	460138
1385	176397	459956
1386	176502	459771
1387	176655	459710
1388	176769	459550
1389	176905	459444
1390	177036	459326
1391	177145	459153
1392	177247	458960
1393	177342	458748
1394	177460	458599
1395	177621	458559
1396	177725	458372
1397	177830	458187
1398	177951	458043
1399	178064	457881
1400	178169	457696
1401	178294	457562
1402	178446	457499
1403	178591	457416
1404	178719	457292
1405	178844	457160
1406	178975	457042
1407	179116	456951
1408	179242	456821
1409	179349	456641
1410	179491	456551
1411	179657	456522
1412	179780	456385
1413	179887	456207
1414	179986	456007
1415	180093	455830
1416	180237	455744
1417	180347	455573
1418	180462	455417
1419	180656	455457
1420	180806	455388
1421	180934	455263
1422	181083	455189
1423	181200	455038
1424	181305	454854
1425	181410	454671
1426	181522	454506
1427	181670	454430
1428	181775	454249
1429	181878	454060
1430	181996	453911
1431	182128	453795
1432	182241	453633
1433	182368	453506
1434	182510	453414
1435	182706	453457
1436	182831	453326
1437	182959	453201
1438	183076	453047
1439	183200	452913
1440	183308	452738
1441	183413	452554
1442	183517	452371
1443	183696	452372
1444	183794	452172
1445	183915	452029
1446	184045	451910
1447	184159	451749
1448	184287	451625
1449	184423	451520
1450	184538	451363
1451	184698	451315
1452	184815	451162
1453	184939	451029
1454	185079	450933
1455	185187	450758
1456	185290	450573
1457	185407	450421
1458	185521	450260
1459	185702	450264
1460	185797	450058
1461	185921	449923
1462	186094	449908
1463	186245	449838
1464	186347	449649
1465	186460	449489
1466	186580	449344
1467	186758	449340
1468	186877	449193
1469	187025	449114
1470	187142	448962
1471	187257	448806
1472	187389	448692
1473	187516	448563
1474	187648	448448
1475	187782	448335
1476	187895	448175
1477	188006	448009
1478	188109	447825
1479	188207	447629
1480	188312	447448
1481	188403	447236
1482	188498	447031
1483	188666	447001
1484	188771	446823
1485	188894	446686
1486	189021	446559
1487	189155	446448
1488	189285	446328
1489	189381	446128
1490	189482	445938
1491	189672	445958
1492	189788	445805
1493	189887	445612
1494	189991	445431
1495	190108	445281
1496	190225	445129
1497	190347	444990
1498	190464	444841
1499	190578	444683
1500	190745	444649
1501	190848	444467
1502	190991	444376
1503	191123	444260
1504	191228	444080
1505	191327	443890
1506	191452	443758
1507	191562	443592
1508	191712	443518
1509	191820	443345
1510	191929	443179
1511	192042	443019
1512	192154	442856
1513	192265	442693
1514	192385	442550
1515	192522	442447
1516	192633	442283
1517	192803	442254
1518	192949	442171
1519	193059	442003
1520	193173	441847
1521	193292	441702
1522	193392	441514
1523	193511	441368
1524	193621	441203
1525	193780	441148
1526	193929	441071
1527	194031	440887
1528	194141	440721
1529	194242	440536
1530	194334	440331
1531	194481	440249
1532	194598	440100
1533	194760	440052
1534	194898	439950
1535	195027	439828
1536	195134	439654
1537	195259	439524
1538	195408	439446
1539	195529	439306
1540	195665	439199
1541	195830	439159
1542	195980	439081
1543	196106	438952
1544	196222	438802
1545	196324	438619
1546	196435	438456
1547	196585	438381
1548	196698	438221
1549	196850	438150
1550	196973	438016
1551	197077	437836
1552	197185	437668
1553	197282	437475
1554	197377	437277
1555	197504	437151
1556	197597	436947
1557	197703	436775
1558	197878	436754
1559	198016	436650
1560	198130	436496
1561	198264	436385
1562	198412	436304
1563	198549	436200
1564	198669	436056
1565	198878	436110
1566	199037	436053
1567	199195	435993
1568	199347	435921
1569	199484	435816
1570	199605	435676
1571	199720	435523
1572	199899	435508
1573	200026	435381
1574	200133	435211
1575	200275	435116
1576	200388	434958
1577	200510	434821
1578	200628	434673
1579	200796	434634
1580	200912	434483
1581	201027	434331
1582	201139	434170
1583	201281	434076
1584	201492	434130
1585	201796	434383
1586	202065	434561
1587	202163	434371
1588	202302	434270
1589	202447	434180
1590	202567	434037
1591	202663	433843
1592	202817	433773
1593	202939	433633
1594	203056	433483
1595	203162	433311
1596	203270	433142
1597	203382	432983
1598	203527	432892
1599	203630	432714
1600	203819	432718
1601	203941	432579
1602	204072	432460
1603	204185	432301
1604	204322	432195
1605	204428	432023
1606	204546	431876
1607	204696	431797
1608	204875	431778
1609	204994	431634
1610	205126	431516
1611	205270	431423
1612	205377	431254
1613	205482	431080
1614	205583	430897
1615	205701	430751
1616	205863	430695
1617	205975	430537
1618	206091	430386
1619	206212	430245
1620	206333	430104
1621	206439	429933
1622	206546	429764
1623	206682	429654
1624	206962	429845
1625	207197	429940
1626	207414	429999
1627	207549	429887
1628	207701	429810
1629	207873	429775
1630	208006	429658
1631	208115	429494
1632	208254	429388
1633	208353	429203
1634	208454	429021
1635	208571	428871
1636	208703	428753
1637	208889	428745
1638	209010	428605
1639	209115	428431
1640	209212	428241
1641	209337	428108
1642	209441	427932
1643	209576	427821
1644	209684	427653
1645	209800	427503
1646	209958	427438
1647	210064	427266
1648	210181	427118
1649	210303	426980
1650	210408	426807
1651	210576	426761
1652	210704	426635
1653	210856	426556
1654	210998	426459
1655	211117	426314
1656	211223	426144
1657	211392	426099
1658	211557	426048
1659	211669	425889
1660	211778	425723
1661	211969	425723
