iter	Passed	Remaining
1662	212092	425587
1663	212189	425398
1664	212294	425227
1665	212404	425063
1666	212512	424897
1667	212607	424704
1668	212708	424523
1669	212823	424371
1670	212962	424267
1671	213082	424125
1672	213191	423961
1673	213327	423851
1674	213439	423693
1675	213539	423511
1676	213639	423329
1677	213745	423160
1678	213904	423095
1679	214046	422997
1680	214213	422947
1681	214331	422800
1682	214441	422640
1683	214562	422499
1684	214683	422358
1685	214814	422238
1686	214968	422164
1687	215090	422026
1688	215194	421853
1689	215312	421706
1690	215406	421513
1691	215527	421373
1692	215636	421210
1693	215767	421090
1694	215935	421041
1695	216065	420919
1696	216174	420755
1697	216273	420573
1698	216383	420413
1699	216487	420239
1700	216593	420071
1701	216714	419932
1702	216856	419832
1703	217024	419784
1704	217137	419629
1705	217259	419491
1706	217384	419358
1707	217474	419160
1708	217581	418993
1709	217698	418846
1710	217815	418700
1711	218019	418718
1712	218118	418538
1713	218229	418379
1714	218360	418258
1715	218462	418083
1716	218576	417930
1717	218695	417787
1718	218880	417769
1719	219016	417659
1720	219131	417508
1721	219242	417350
1722	219350	417185
1723	219483	417069
1724	219611	416943
1725	219717	416775
1726	219868	416693
1727	219985	416547
1728	220197	416579
1729	220541	416861
1730	220938	417243
1731	221176	417323
1732	221321	417227
1733	221456	417113
1734	221577	416975
1735	221705	416846
1736	221827	416708
1737	221998	416662
1738	222124	416531
1739	222226	416356
1740	222333	416189
1741	222442	416026
1742	222546	415854
1743	222694	415764
1744	222818	415630
1745	222980	415566
1746	223098	415420
1747	223202	415249
1748	223345	415150
1749	223495	415063
1750	223603	414898
1751	223731	414771
1752	223855	414637
1753	224005	414551
1754	224150	414454
1755	224265	414303
1756	224380	414152
1757	224482	413977
1758	224591	413815
1759	224704	413660
1760	224802	413479
1761	224973	413430
1762	225110	413320
1763	225221	413161
1764	225359	413052
1765	225470	412894
1766	225572	412720
1767	225692	412578
1768	225815	412441
1769	225962	412350
1770	226095	412231
1771	226235	412126
1772	226361	411995
1773	226475	411843
1774	226594	411699
1775	226699	411531
1776	226819	411390
1777	226987	411335
1778	227105	411190
1779	227213	411026
1780	227349	410914
1781	227462	410760
1782	227561	410580
1783	227690	410455
1784	227788	410275
1785	227941	410192
1786	228156	410221
1787	228255	410042
1788	228373	409897
1789	228485	409741
1790	228625	409636
1791	228737	409481
1792	228840	409309
1793	229011	409258
1794	229130	409115
1795	229240	408956
1796	229338	408777
1797	229448	408616
1798	229626	408578
1799	229760	408462
1800	229882	408326
1801	230052	408272
1802	230186	408157
1803	230288	407983
1804	230401	407830
1805	230539	407721
1806	230674	407606
1807	230791	407458
1808	230907	407311
1809	231098	407294
1810	231237	407187
1811	231340	407015
1812	231479	406909
1813	231599	406766
1814	231711	406612
1815	231811	406436
1816	231912	406261
1817	232087	406216
1818	232210	406081
1819	232323	405927
1820	232421	405747
1821	232534	405596
1822	232646	405440
1823	232788	405337
1824	232901	405183
1825	233061	405113
1826	233185	404979
1827	233304	404836
1828	233425	404697
1829	233536	404540
1830	233636	404366
1831	233741	404199
1832	233855	404048
1833	234009	403965
1834	234127	403822
1835	234261	403705
1836	234413	403619
1837	234523	403462
1838	234640	403315
1839	234758	403172
1840	234862	403004
1841	235009	402909
1842	235139	402786
1843	235239	402612
1844	235333	402427
1845	235434	402252
1846	235542	402092
1847	235678	401979
1848	235783	401814
1849	235948	401750
1850	236145	401741
1851	236254	401581
1852	236376	401444
1853	236532	401364
1854	236674	401261
1855	236814	401156
1856	236922	400995
1857	237176	401081
1858	237283	400918
1859	237402	400776
1860	237507	400611
1861	237604	400431
1862	237737	400313
1863	237857	400172
1864	238042	400141
1865	238188	400043
1866	238354	399980
1867	238460	399817
1868	238587	399689
1869	238727	399581
1870	238870	399479
1871	239062	399459
1872	239194	399339
1873	239309	399190
1874	239443	399071
1875	239555	398918
1876	239683	398791
1877	239795	398638
1878	239910	398489
1879	240059	398397
1880	240204	398297
1881	240315	398142
1882	240486	398085
1883	240597	397931
1884	240716	397788
1885	240836	397648
1886	240940	397481
1887	241222	397608
1888	241488	397708
1889	241633	397609
1890	241863	397648
1891	242022	397572
1892	242138	397424
1893	242242	397258
1894	242363	397117
1895	242494	396995
1896	242610	396847
1897	242738	396719
1898	242898	396644
1899	243056	396566
1900	243167	396410
1901	243317	396318
1902	243456	396209
1903	243617	396134
1904	243798	396092
1905	243913	395943
1906	244082	395882
1907	244190	395722
1908	244314	395587
1909	244420	395424
1910	244539	395281
1911	244674	395165
1912	244802	395036
1913	244983	394994
1914	245169	394959
1915	245294	394826
1916	245411	394680
1917	245528	394534
1918	245641	394383
1919	245742	394211
1920	245847	394046
1921	245960	393894
1922	246158	393879
1923	246284	393747
1924	246411	393618
1925	246539	393489
1926	246673	393371
1927	246825	393282
1928	246948	393145
1929	247187	393193
1930	247349	393121
1931	247521	393061
1932	247648	392931
1933	247764	392785
1934	247945	392740
1935	248237	392871
1936	248511	392974
1937	248861	393196
1938	249003	393088
1939	249230	393116
1940	249532	393260
1941	249731	393244
1942	249927	393220
1943	250153	393245
1944	250295	393137
1945	250419	393002
1946	250665	393056
1947	250921	393128
1948	251077	393041
1949	251255	392988
1950	251420	392917
1951	251589	392851
1952	251768	392800
1953	251894	392667
1954	252020	392532
1955	252195	392476
1956	252346	392381
1957	252484	392266
1958	252609	392130
1959	252727	391985
1960	252850	391846
1961	252991	391736
1962	253180	391700
1963	253321	391590
1964	253468	391489
1965	253591	391351
1966	253746	391262
1967	253849	391093
1968	253959	390934
1969	254164	390923
1970	254336	390859
1971	254469	390737
1972	254594	390602
1973	254722	390470
1974	254852	390343
1975	255021	390275
1976	255223	390257
1977	255431	390249
1978	255592	390168
1979	255749	390082
1980	255930	390033
1981	256189	390101
1982	256352	390022
1983	256516	389946
1984	256678	389867
1985	256853	389806
1986	256963	389648
1987	257067	389479
1988	257272	389466
1989	257448	389407
1990	257581	389282
1991	257705	389145
1992	257827	389005
1993	258027	388981
1994	258228	388960
1995	258406	388903
1996	258576	388835
1997	258732	388746
1998	258950	388749
1999	259109	388664
2000	259310	388642
2001	259514	388623
2002	259649	388502
2003	259843	388469
2004	259988	388362
2005	260236	388408
2006	260370	388286
2007	260537	388211
2008	260725	388167
2009	260864	388051
2010	261071	388036
2011	261307	388064
2012	261508	388040
2013	261658	387940
2014	261841	387889
2015	262046	387870
2016	262315	387946
2017	262551	387972
2018	262761	387960
2019	262921	387874
2020	263083	387791
2021	263269	387743
2022	263401	387615
2023	263522	387471
2024	263631	387310
2025	263740	387149
2026	263867	387013
2027	264003	386892
2028	264159	386800
2029	264346	386753
2030	264482	386631
2031	264586	386462
2032	264707	386319
2033	264827	386173
2034	264938	386015
2035	265058	385870
2036	265260	385845
2037	265371	385687
2038	265507	385565
2039	265613	385400
2040	265728	385248
2041	265843	385094
2042	265950	384931
2043	266088	384812
2044	266195	384648
2045	266349	384552
2046	266467	384405
2047	266586	384259
2048	266687	384086
2049	266817	383957
2050	266955	383838
2051	267119	383756
2052	267299	383697
2053	267416	383547
2054	267570	383453
2055	267685	383301
2056	267813	383167
2057	267934	383024
2058	268069	382900
2059	268274	382876
2060	268419	382767
2061	268542	382627
2062	268694	382528
2063	268803	382367
2064	268923	382223
2065	269057	382098
2066	269269	382084
2067	269411	381969
2068	269542	381841
2069	269709	381762
2070	269818	381601
2071	269944	381466
2072	270058	381312
2073	270179	381168
2074	270338	381079
2075	270448	380920
2076	270570	380778
2077	270703	380652
2078	270829	380515
2079	270984	380421
2080	271108	380280
2081	271276	380203
2082	271419	380092
2083	271524	379925
2084	271665	379810
2085	271783	379663
2086	271884	379492
2087	271988	379325
2088	272094	379161
2089	272243	379056
2090	272355	378901
2091	272490	378777
2092	272606	378627
2093	272746	378511
2094	272871	378372
2095	272989	378225
2096	273116	378091
2097	273268	377990
2098	273371	377822
2099	273488	377674
2100	273623	377551
2101	273754	377421
2102	273879	377284
2103	273991	377128
2104	274125	377004
2105	274309	376948
2106	274439	376817
2107	274580	376700
2108	274698	376554
2109	274806	376394
2110	274932	376258
2111	275052	376113
2112	275178	375976
2113	275333	375880
2114	275453	375737
2115	275610	375643
2116	275747	375522
2117	275855	375361
2118	275980	375223
2119	276088	375063
2120	276232	374952
2121	276372	374835
2122	276523	374732
2123	276671	374627
2124	276808	374505
2125	276925	374357
2126	277044	374212
2127	277168	374073
2128	277355	374018
2129	277484	373887
2130	277607	373746
2131	277708	373578
2132	277839	373449
2133	277937	373275
2134	278056	373129
2135	278175	372983
2136	278327	372883
2137	278429	372715
2138	278533	372549
2139	278660	372415
2140	278806	372306
2141	278917	372149
2142	279076	372058
2143	279233	371963
2144	279399	371881
2145	279537	371761
2146	279667	371630
2147	279806	371512
2148	279931	371374
2149	280053	371233
2150	280213	371143
2151	280375	371054
2152	280494	370909
2153	280605	370753
2154	280720	370602
2155	280831	370447
2156	280934	370281
2157	281048	370129
2158	281172	369991
2159	281456	370063
2160	281812	370229
2161	282010	370187
2162	282431	370438
2163	282865	370705
2164	283070	370672
2165	283830	371363
2166	284144	371472
2167	284246	371303
2168	284430	371241
2169	284562	371111
2170	284719	371014
2171	284860	370895
2172	284962	370726
2173	285082	370581
2174	285433	370735
2175	285566	370606
2176	285693	370470
2177	285911	370450
2178	286057	370339
2179	286250	370287
2180	286474	370275
2181	286820	370422
2182	287062	370432
2183	287198	370306
2184	287482	370372
2185	287650	370287
2186	287798	370176
2187	287936	370053
2188	288047	369896
2189	288156	369735
2190	288265	369574
2191	288436	369493
2192	288703	369535
2193	288820	369385
2194	289002	369317
2195	289487	369636
2196	289607	369490
2197	289724	369338
2198	289859	369211
2199	290027	369126
2200	290189	369032
2201	290445	369057
2202	290639	369005
2203	290878	369009
2204	290989	368850
2205	291248	368879
2206	291351	368710
2207	291613	368742
2208	291828	368715
2209	292016	368654
2210	292163	368541
2211	292454	368609
2212	292670	368582
2213	292960	368648
2214	293085	368506
2215	293345	368534
2216	293641	368608
2217	293876	368603
2218	294033	368503
2219	294151	368351
2220	294332	368279
2221	294552	368256
2222	294697	368140
2223	294870	368057
2224	294995	367916
2225	295190	367860
2226	295417	367845
2227	295567	367734
2228	295699	367601
2229	295859	367502
2230	296060	367455
2231	296290	367442
2232	296558	367477
2233	296776	367449
2234	296999	367428
2235	297329	367540
2236	297598	367575
2237	297936	367694
2238	298112	367614
2239	298249	367485
2240	298543	367550
2241	298780	367545
2242	298958	367467
2243	299057	367291
2244	299170	367133
2245	299336	367040
2246	299668	367150
2247	299811	367028
2248	299958	366911
2249	300092	366779
2250	300275	366706
2251	300584	366788
2252	300799	366753
2253	300903	366583
2254	301027	366439
2255	301146	366287
2256	301250	366119
2257	301352	365947
2258	301522	365857
2259	301638	365703
2260	301750	365544
2261	301873	365397
2262	301984	365237
2263	302112	365097
2264	302221	364934
2265	302387	364839
2266	302554	364747
2267	302673	364595
2268	302786	364438
2269	302905	364287
2270	303024	364135
2271	303188	364039
2272	303341	363929
2273	303672	364032
2274	303837	363937
2275	303960	363791
2276	304075	363635
2277	304210	363503
2278	304344	363371
2279	304609	363393
2280	304746	363264
2281	304870	363119
2282	305172	363185
2283	305433	363203
2284	305700	363228
2285	305869	363136
2286	306060	363070
2287	306203	362947
2288	306328	362803
2289	306455	362661
2290	306626	362571
2291	306782	362463
2292	306893	362303
2293	307026	362168
2294	307124	361992
2295	307225	361819
2296	307321	361641
2297	307440	361490
2298	307626	361417
2299	307847	361386
2300	308040	361321
2301	308160	361171
2302	308294	361038
2303	308453	360933
2304	308647	360870
2305	308812	360772
2306	308962	360656
2307	309094	360521
2308	309239	360399
2309	309426	360327
2310	309617	360259
2311	309750	360125
2312	309910	360021
2313	310066	359912
2314	310222	359804
2315	310377	359694
2316	310585	359646
2317	310734	359529
2318	310909	359443
2319	311037	359302
2320	311166	359161
2321	311306	359034
2322	311525	358998
2323	311653	358857
2324	311808	358747
2325	311971	358646
2326	312090	358495
2327	312219	358355
2328	312371	358241
2329	312593	358207
2330	312726	358072
2331	312859	357937
2332	313025	357839
2333	313148	357692
2334	313283	357558
2335	313420	357428
2336	313618	357367
2337	313749	357229
2338	313869	357078
2339	314004	356945
2340	314121	356791
2341	314257	356658
2342	314457	356599
2343	314687	356573
2344	314823	356442
2345	315075	356441
2346	315375	356493
2347	315734	356613
2348	315928	356545
2349	316047	356393
2350	316178	356256
2351	316446	356271
2352	316704	356275
2353	316957	356274
2354	317124	356175
2355	317315	356104
2356	317749	356305
2357	318132	356448
2358	318308	356360
2359	318831	356658
2360	319282	356876
2361	319959	357347
2362	320594	357768
2363	321098	358044
2364	321347	358033
2365	321788	358237
2366	322076	358270
2367	322351	358289
2368	322527	358197
2369	322737	358142
2370	322910	358048
2371	323071	357939
2372	323229	357826
2373	323417	357748
2374	323604	357667
2375	323822	357622
2376	324003	357535
2377	324217	357484
2378	324390	357388
2379	324527	357252
2380	324675	357129
2381	324846	357030
2382	325037	356955
2383	325188	356834
2384	325357	356734
2385	325535	356642
2386	325758	356601
2387	325908	356479
2388	326067	356367
2389	326209	356237
2390	326348	356103
2391	326512	355997
2392	326645	355856
2393	326856	355801
2394	326995	355667
2395	327161	355562
2396	327452	355593
2397	327606	355475
2398	327803	355405
2399	328137	355482
2400	328290	355363
2401	328435	355234
2402	328604	355133
2403	328975	355249
2404	329146	355149
2405	329296	355027
2406	329422	354878
2407	329611	354797
2408	329804	354720
2409	330013	354661
2410	330248	354630
2411	330968	355118
2412	331265	355153
2413	331775	355415
2414	332122	355501
2415	332374	355486
2416	332748	355602
2417	333189	355787
2418	333601	355942
2419	334531	356649
2420	335299	357182
2421	336190	357844
2422	337267	358703
2423	338051	359249
2424	338355	359284
2425	338841	359512
2426	339174	359577
2427	339567	359706
2428	340036	359915
2429	340286	359891
2430	340549	359880
2431	341084	360157
2432	341286	360082
2433	341584	360109
2434	341846	360097
2435	341972	359941
2436	342127	359816
2437	342256	359663
2438	342359	359484
2439	342470	359312
2440	342631	359194
2441	342776	359058
2442	342952	358956
2443	343053	358774
2444	343165	358604
2445	343282	358439
2446	343393	358269
2447	343499	358092
2448	343612	357923
2449	343730	357760
2450	343891	357641
2451	344040	357510
2452	344184	357374
2453	344330	357239
2454	344450	357078
2455	344569	356915
2456	344705	356771
2457	344870	356656
2458	344989	356493
2459	345134	356358
2460	345309	356254
2461	345451	356115
2462	345625	356009
2463	346017	356128
2464	346260	356093
2465	346429	355982
2466	346564	355836
2467	346755	355747
2468	346935	355647
2469	347118	355550
2470	347292	355443
2471	347555	355428
2472	347825	355420
2473	348011	355326
2474	348148	355181
2475	348278	355029
2476	348492	354964
2477	348868	355063
2478	349086	355000
2479	349199	354832
2480	349322	354672
2481	349462	354531
2482	349569	354356
2483	349678	354183
2484	349963	354188
2485	350163	354107
2486	350280	353942
2487	350398	353778
2488	350512	353610
2489	350630	353446
2490	350742	353276
2491	351014	353268
2492	351184	353156
2493	351350	353040
2494	351740	353150
2495	352069	353197
2496	352563	353410
2497	352930	353495
2498	353273	353555
2499	353521	353521
2500	353706	353424
2501	353953	353388
2502	354205	353356
2503	354411	353278
2504	354697	353281
2505	354966	353266
2506	355268	353284
2507	355688	353419
2508	356392	353836
2509	356974	354129
2510	357426	354294
2511	357808	354390
2512	358130	354424
2513	358456	354464
2514	358650	354372
2515	358969	354404
2516	359355	354501
2517	359719	354576
2518	360057	354626
2519	360456	354735
2520	360794	354783
2521	361243	354940
2522	361437	354848
2523	361612	354735
2524	361727	354564
2525	361859	354410
2526	362049	354312
2527	362253	354228
2528	362420	354108
2529	362568	353969
2530	362787	353900
2531	363038	353861
2532	363201	353737
2533	363326	353576
2534	363460	353424
2535	363575	353252
2536	363705	353096
2537	363819	352925
2538	363991	352809
2539	364129	352661
2540	364227	352473
2541	364358	352318
2542	364593	352263
2543	364735	352118
2544	364840	351938
2545	365055	351863
2546	365195	351717
2547	365426	351658
2548	365576	351520
2549	365758	351415
2550	366005	351370
2551	366194	351270
2552	366350	351139
2553	366518	351019
2554	366678	350892
2555	366834	350759
2556	367036	350672
2557	367169	350519
2558	367330	350392
2559	367769	350530
2560	368153	350615
2561	368319	350493
2562	368511	350394
2563	368676	350271
2564	368813	350121
2565	369033	350049
2566	369173	349902
2567	369312	349754
2568	369461	349614
2569	369615	349480
2570	369753	349331
2571	369879	349170
2572	370047	349049
2573	370162	348878
2574	370301	348730
2575	370633	348763
2576	370758	348602
2577	371000	348550
2578	371144	348406
2579	371291	348265
2580	371450	348136
2581	371574	347973
2582	371739	347849
2583	371869	347692
2584	372107	347635
2585	372246	347488
2586	372375	347329
2587	372497	347165
2588	372629	347010
2589	372780	346873
2590	372994	346794
2591	373173	346682
2592	373310	346532
2593	373478	346411
2594	373613	346257
2595	373747	346105
2596	373879	345950
2597	374080	345858
2598	374198	345690
2599	374366	345568
2600	374491	345407
2601	375001	345601
2602	375573	345851
2603	375887	345862
2604	376291	345957
2605	376579	345944
2606	376868	345932
2607	377397	346140
2608	377871	346297
2609	378221	346340
2610	378596	346406
2611	378900	346406
2612	379630	346795
2613	380041	346893
2614	380442	346980
2615	380707	346944
2616	381086	347011
2617	381382	347002
2618	381645	346964
2619	381916	346931
2620	382182	346894
2621	382383	346799
2622	382613	346729
2623	382841	346657
2624	383259	346758
2625	383404	346611
2626	383528	346445
2627	383670	346295
2628	383860	346189
2629	383975	346015
2630	384135	345882
2631	384247	345705
2632	384393	345560
2633	384506	345384
2634	384629	345217
2635	384740	345040
2636	384860	344871
2637	384972	344694
2638	385142	344570
2639	385258	344397
2640	385401	344249
2641	385530	344088
2642	385661	343929
2643	385767	343747
2644	385892	343582
2645	386071	343466
2646	386197	343302
2647	386318	343134
2648	386441	342968
2649	386581	342817
2650	386723	342668
2651	386854	342509
2652	386964	342331
2653	387125	342198
2654	387254	342038
2655	387367	341863
2656	387507	341712
2657	387622	341539
2658	387769	341394
2659	387919	341252
2660	388102	341139
2661	388240	340986
2662	388362	340819
2663	388510	340675
2664	388620	340498
2665	388771	340357
2666	388875	340175
2667	388990	340002
2668	389162	339879
2669	389272	339701
2670	389401	339541
2671	389532	339383
2672	389644	339207
2673	389751	339028
2674	389846	338838
2675	389962	338667
2676	390114	338526
2677	390219	338345
2678	390347	338184
2679	390450	338002
2680	390568	337832
2681	390674	337652
2682	390799	337488
2683	390925	337326
2684	391087	337194
2685	391184	337006
2686	391330	336862
2687	391454	336697
2688	391569	336525
2689	391677	336347
2690	391803	336185
2691	391943	336034
2692	392109	335907
2693	392225	335735
2694	392346	335569
2695	392557	335479
2696	392714	335343
2697	392848	335188
2698	392977	335028
2699	393126	334885
2700	393268	334736
2701	393393	334573
2702	393537	334426
2703	393654	334257
2704	393766	334083
2705	393865	333897
2706	393998	333741
2707	394149	333600
2708	394258	333424
2709	394368	333248
2710	394486	333080
2711	394633	332936
2712	394779	332790
2713	394904	332628
2714	395034	332469
2715	395257	332388
2716	395431	332267
2717	395570	332116
2718	395686	331946
2719	395803	331776
2720	395907	331596
2721	396070	331465
2722	396297	331387
2723	396439	331239
2724	396571	331082
2725	396703	330926
2726	396833	330767
2727	396948	330596
2728	397065	330426
2729	397279	330338
2730	397413	330183
2731	397523	330008
2732	397660	329855
2733	397773	329683
2734	397894	329517
2735	397996	329335
2736	398152	329199
2737	398246	329011
2738	398357	328837
2739	398473	328668
2740	398571	328483
2741	398683	328310
2742	398786	328129
2743	398906	327963
2744	398999	327775
2745	399131	327618
2746	399255	327456
2747	399366	327282
2748	399481	327113
2749	399600	326945
2750	399745	326800
2751	399882	326648
2752	400014	326492
2753	400192	326373
2754	400312	326207
2755	400430	326039
2756	400565	325886
2757	400672	325709
2758	400787	325539
2759	400939	325400
2760	401092	325261
2761	401271	325143
2762	401466	325038
2763	401612	324893
2764	401767	324755
2765	401879	324583
2766	402005	324422
2767	402207	324323
2768	402401	324217
2769	402590	324107
2770	402758	323980
2771	402949	323871
2772	403190	323802
2773	403374	323688
2774	403547	323564
2775	403744	323460
2776	403939	323354
2777	404149	323261
2778	404331	323144
2779	404494	323013
2780	404736	322945
2781	404955	322858
2782	405202	322793
2783	405395	322685
2784	405580	322571
2785	405776	322465
2786	405934	322329
2787	406059	322167
2788	406246	322054
2789	406365	321888
2790	406483	321720
2791	406588	321542
2792	406690	321362
2793	406807	321194
2794	406926	321027
2795	407033	320852
2796	407189	320714
2797	407305	320545
2798	407430	320384
2799	407540	320210
2800	407666	320049
2801	407759	319863
2802	407883	319700
2803	408075	319591
2804	408309	319514
2805	408435	319354
2806	408543	319179
2807	408680	319026
2808	408793	318855
2809	408941	318712
2810	409078	318560
2811	409259	318442
2812	409400	318292
2813	409527	318133
2814	409664	317981
2815	409766	317801
2816	409868	317622
2817	409988	317457
2818	410084	317273
2819	410225	317124
2820	410317	316937
2821	410478	316804
2822	410626	316660
2823	410730	316483
2824	410835	316307
2825	410939	316129
2826	411049	315956
2827	411220	315830
2828	411338	315665
2829	411478	315515
2830	411642	315384
2831	411767	315223
2832	411896	315065
2833	412001	314888
2834	412107	314713
2835	412297	314602
2836	412417	314437
2837	412530	314267
2838	412634	314090
2839	412752	313924
2840	412858	313749
2841	412994	313596
2842	413137	313449
2843	413314	313328
2844	413412	313147
2845	413553	312998
2846	413654	312820
2847	413757	312642
2848	413865	312469
2849	413975	312297
2850	414074	312117
2851	414229	311979
2852	414330	311800
2853	414448	311634
2854	414559	311464
2855	414684	311303
2856	414807	311142
2857	414946	310991
2858	415062	310825
2859	415232	310698
2860	415356	310537
2861	415472	310370
2862	415587	310202
2863	415722	310049
2864	415839	309883
2865	415954	309716
2866	416076	309553
2867	416176	309375
2868	416344	309246
2869	416452	309074
2870	416622	308948
2871	416771	308805
2872	416904	308651
2873	417023	308487
2874	417139	308320
2875	417290	308179
2876	417391	308002
2877	417496	307827
2878	417615	307663
2879	417725	307492
2880	417834	307320
2881	417934	307142
2882	418083	307000
2883	418200	306835
2884	418347	306691
2885	418451	306516
2886	418562	306346
2887	418672	306176
2888	418801	306019
2889	418943	305872
2890	419059	305706
2891	419182	305545
2892	419338	305408
2893	419455	305243
2894	419601	305098
2895	419737	304947
2896	419858	304785
2897	419968	304614
2898	420089	304452
2899	420194	304278
2900	420369	304155
2901	420479	303985
2902	420616	303834
2903	420743	303677
2904	420889	303532
2905	421009	303370
2906	421127	303205
2907	421233	303033
2908	421367	302880
2909	421515	302737
2910	421627	302569
2911	421734	302397
2912	421864	302242
2913	421981	302077
2914	422100	301914
2915	422211	301745
2916	422352	301597
2917	422449	301418
2918	422537	301233
2919	422639	301058
2920	422740	300882
2921	422834	300701
2922	422930	300522
2923	423063	300369
2924	423175	300201
2925	423321	300057
2926	423456	299905
2927	423568	299738
2928	423704	299587
2929	423834	299432
2930	423959	299273
2931	424071	299106
2932	424173	298931
2933	424336	298800
2934	424454	298636
2935	424568	298470
2936	424709	298323
2937	424841	298169
2938	424965	298010
2939	425064	297834
2940	425195	297680
2941	425373	297558
2942	425531	297423
2943	425676	297279
2944	425782	297108
2945	425911	296952
2946	426028	296788
2947	426123	296609
2948	426224	296434
2949	426398	296310
2950	426519	296149
2951	426629	295981
2952	426736	295811
2953	426855	295648
2954	426994	295500
2955	427106	295333
2956	427222	295169
2957	427380	295034
2958	427475	294855
2959	427574	294679
2960	427695	294518
2961	427802	294348
2962	427914	294182
2963	428041	294026
2964	428207	293896
2965	428375	293767
2966	428507	293615
2967	428638	293461
2968	428787	293320
2969	428892	293148
2970	429024	292996
2971	429157	292843
2972	429269	292677
2973	429437	292548
2974	429539	292375
2975	429638	292200
2976	429899	292135
2977	430301	292165
2978	430601	292126
2979	430737	291976
2980	430846	291807
2981	430948	291634
2982	431081	291482
2983	431221	291334
2984	431340	291172
2985	431486	291029
2986	431602	290865
2987	431740	290716
2988	431851	290549
2989	431980	290395
2990	432091	290228
2991	432254	290096
2992	432422	289967
2993	432591	289839
2994	432706	289675
2995	432845	289526
2996	432959	289361
2997	433076	289199
2998	433183	289029
2999	433283	288855
3000	433437	288717
3001	433531	288539
3002	433653	288380
3003	433785	288227
3004	433889	288056
3005	434007	287894
3006	434140	287742
3007	434260	287582
3008	434371	287415
3009	434520	287274
3010	434626	287104
3011	434746	286943
3012	434877	286791
3013	434979	286618
3014	435095	286456
3015	435209	286291
3016	435342	286139
3017	435487	285996
3018	435610	285837
3019	435753	285692
3020	435871	285531
3021	436060	285415
3022	436197	285266
3023	436337	285119
3024	436572	285034
3025	436740	284905
3026	436847	284737
3027	437002	284600
3028	437257	284527
3029	437498	284446
3030	437653	284308
3031	437856	284202
3032	437982	284045
3033	438095	283881
3034	438225	283727
3035	438348	283569
3036	438598	283493
3037	438717	283332
3038	438827	283165
3039	438962	283015
3040	439096	282864
3041	439258	282730
3042	439513	282658
3043	439629	282495
3044	439748	282334
3045	439881	282182
3046	439983	282010
3047	440098	281848
3048	440224	281691
3049	440367	281546
3050	440583	281447
3051	440693	281281
3052	440800	281113
3053	440928	280958
3054	441032	280788
3055	441124	280610
3056	441226	280439
3057	441342	280276
3058	441527	280158
3059	441643	279996
3060	441757	279832
3061	441873	279670
3062	441982	279503
3063	442117	279353
3064	442224	279185
3065	442327	279015
3066	442444	278854
3067	442569	278697
3068	442696	278542
3069	442808	278378
3070	442921	278213
3071	443072	278074
3072	443174	277903
3073	443289	277740
3074	443399	277575
3075	443613	277474
3076	443826	277373
3077	443965	277225
3078	444125	277091
3079	444285	276957
3080	444436	276817
3081	444651	276716
3082	444817	276586
3083	444948	276433
3084	445057	276267
3085	445184	276112
3086	445281	275938
3087	445383	275768
3088	445557	275642
3089	445693	275493
3090	445825	275341
3091	445946	275182
3092	446061	275020
3093	446180	274860
3094	446280	274689
3095	446390	274524
3096	446543	274385
3097	446646	274216
3098	446757	274051
3099	446917	273917
3100	447230	273876
3101	447564	273848
3102	447763	273737
3103	447879	273576
3104	448040	273441
3105	448292	273363
3106	448414	273205
3107	448621	273098
3108	448762	272952
3109	449171	272969
3110	449421	272888
3111	449869	272928
3112	450193	272892
3113	450324	272739
3114	450431	272572
3115	450594	272438
3116	450911	272398
3117	451068	272261
3118	451173	272092
3119	451278	271924
3120	451392	271761
3121	451604	271657
3122	451795	271540
3123	451914	271380
3124	452043	271226
3125	452184	271079
3126	452304	270919
3127	452403	270747
3128	452525	270589
3129	452668	270444
3130	452797	270290
3131	452897	270118
3132	453002	269951
3133	453115	269787
3134	453214	269615
3135	453327	269452
3136	453441	269289
3137	453593	269149
3138	453705	268985
3139	453802	268812
3140	453916	268650
3141	454046	268497
3142	454201	268358
3143	454331	268205
3144	454439	268039
3145	454631	267923
3146	454756	267767
3147	454907	267626
3148	455032	267470
3149	455399	267456
3150	455615	267354
3151	455835	267253
3152	455988	267113
3153	456108	266955
3154	456216	266788
3155	456655	266816
3156	456920	266742
3157	457172	266659
3158	457352	266535
3159	457459	266368
3160	457672	266263
3161	457806	266112
3162	457945	265964
3163	458091	265820
3164	458243	265680
3165	458378	265529
3166	458570	265411
3167	458764	265295
3168	458865	265125
3169	459002	264976
3170	459119	264815
3171	459223	264647
3172	459392	264516
3173	459568	264389
3174	459737	264258
3175	459864	264103
3176	459969	263935
3177	460156	263815
3178	460311	263676
3179	460454	263530
3180	460627	263401
3181	460753	263246
3182	460882	263092
3183	461018	262942
3184	461154	262793
3185	461282	262638
3186	461430	262495
3187	461569	262347
3188	461756	262226
3189	461888	262074
3190	462023	261924
3191	462151	261770
3192	462284	261618
3193	462419	261468
3194	462550	261315
3195	462718	261184
3196	462845	261029
3197	462972	260874
3198	463107	260724
3199	463215	260558
3200	463340	260402
3201	463466	260247
3202	463574	260081
3203	463790	259977
3204	463910	259818
3205	464018	259653
3206	464120	259484
3207	464216	259312
3208	464340	259156
3209	464432	258982
3210	464549	258822
3211	464726	258695
3212	464846	258537
3213	464995	258394
3214	465114	258236
3215	465258	258091
