iter	MAPE	RMSE	R2	MAE
85	0.02797212115	0.5254432689	0.6715228975	0.3893653918
86	0.0279393697	0.5247858782	0.6723443095	0.3888997217
87	0.02789432408	0.5239062017	0.6734418597	0.3882822946
88	0.02785933731	0.5232480171	0.6742618559	0.3878070345
89	0.02780655976	0.5222352855	0.6755215494	0.3871009929
90	0.02775824655	0.5212731059	0.6767161028	0.3864627438
91	0.02771422391	0.520430674	0.6777601796	0.3858523599
92	0.02766968245	0.5195030431	0.6789078952	0.3852394298
93	0.02762856424	0.5186768347	0.6799284015	0.3846875917
94	0.02759003038	0.5178499476	0.6809481196	0.3841789167
95	0.02755701814	0.5172175231	0.6817269283	0.3837343041
96	0.027529485	0.5166505784	0.682424292	0.3833818893
97	0.02749661704	0.5159446424	0.683291551	0.382941951
98	0.02745788995	0.5151716055	0.684239885	0.3824256098
99	0.02742516187	0.5144523115	0.6851210119	0.3819955261
100	0.02739209481	0.5137647946	0.6859620616	0.3815539214
101	0.02735255284	0.5130378495	0.686850121	0.3810383702
102	0.02731923199	0.5123633442	0.6876729937	0.3806019847
103	0.0272875038	0.511656905	0.6885336639	0.3801832864
104	0.0272638609	0.5111849426	0.6891080043	0.3798636812
105	0.02723268089	0.5106068119	0.6898108206	0.3794461874
106	0.02720710451	0.5100782802	0.690452645	0.3791118143
107	0.02717944065	0.5094648862	0.691196689	0.3787377013
108	0.0271627623	0.5090742814	0.6916700241	0.3785164726
109	0.02713320743	0.5084491209	0.6924268385	0.378128465
110	0.02709516288	0.5076996946	0.6933328624	0.3776131459
111	0.02706857814	0.5072053834	0.6939297318	0.3772589567
112	0.02704197726	0.5067184403	0.6945171359	0.3768987394
113	0.02702708837	0.5063906879	0.6949121891	0.3766748248
114	0.02700497244	0.5059980748	0.695385085	0.376356525
115	0.02698123327	0.5054973125	0.6959877125	0.3760486465
116	0.02695573347	0.5049687135	0.6966231919	0.3757175579
117	0.0269306883	0.5044953842	0.6971916621	0.3753678104
118	0.02690752357	0.5040635162	0.697709872	0.3750303948
119	0.02688282238	0.5036473252	0.6982088508	0.3746738262
120	0.02686674999	0.5032915746	0.6986350398	0.3744349366
121	0.02684034823	0.5027865333	0.6992395616	0.3740892949
122	0.02682300837	0.5024743402	0.6996129454	0.3738510761
123	0.02680304762	0.5020496897	0.7001204564	0.3735706688
124	0.02678527421	0.5017365101	0.7004944706	0.3733306846
125	0.02676953847	0.5013650498	0.7009377839	0.3731217584
126	0.02675743444	0.501090338	0.701265423	0.3729572945
127	0.02673152494	0.5006513248	0.701788646	0.3726020278
128	0.02671687571	0.5003598829	0.7021357378	0.3724007855
129	0.0267072533	0.5001531124	0.7023818679	0.3722635033
130	0.02668821304	0.4997400165	0.7028732937	0.372007877
131	0.02665963311	0.4992562003	0.7034483331	0.3716173204
132	0.0266372374	0.4988279173	0.703956904	0.3713112697
133	0.02662103931	0.4985118637	0.7043319265	0.3710899672
134	0.02659837949	0.4981139138	0.7048037873	0.3707972893
135	0.02657360226	0.4977065448	0.7052864264	0.3704428276
136	0.02655490003	0.4973626914	0.7056935066	0.3701929145
137	0.02653517347	0.4969608297	0.7061689051	0.3699290177
138	0.02651241055	0.4965265616	0.7066822079	0.3696299552
139	0.026493601	0.4962164852	0.7070484422	0.3693710524
140	0.02647402739	0.4959054193	0.7074156154	0.3691078001
141	0.02645768232	0.4955740419	0.7078065103	0.3688924016
142	0.02643150304	0.4950572913	0.7084155513	0.3685193442
143	0.02641530817	0.4947684663	0.7087556828	0.3683110046
144	0.02638991182	0.494347669	0.7092508749	0.3679526792
145	0.02637432883	0.4940188441	0.7096375411	0.3677498917
146	0.02636458397	0.4938118481	0.7098808163	0.3676223936
147	0.02633811385	0.4933817355	0.7103859867	0.3672571486
148	0.02631852176	0.4930371769	0.7107903558	0.3669870147
149	0.02630509615	0.4928244896	0.7110398216	0.3668088939
150	0.02629222781	0.4925623415	0.711347153	0.3666239534
151	0.02627415841	0.4922618822	0.7116991976	0.3663775713
152	0.02626425546	0.4920553525	0.7119410615	0.3662354693
153	0.02625163258	0.4917852548	0.7122572158	0.3660682756
154	0.02623873938	0.4915299494	0.7125558959	0.3658929601
155	0.02621987525	0.4911393719	0.7130125297	0.3656183682
156	0.02621026012	0.4908973131	0.7132953444	0.3654829152
157	0.02619865552	0.4906661415	0.7135653086	0.3653074691
158	0.02618398882	0.4904400576	0.7138292084	0.3651057381
159	0.02616910854	0.4901266887	0.7141947919	0.3649105251
160	0.02615304566	0.4898157383	0.7145573228	0.3647012095
161	0.02614613758	0.4896261141	0.7147782891	0.3646082656
162	0.02612691098	0.4892471708	0.7152196096	0.3643478689
163	0.02610962857	0.488964716	0.7155483366	0.3641118394
164	0.02610035652	0.4887695938	0.7157753131	0.3639793873
165	0.02607848972	0.4884030218	0.7162014842	0.3636699242
166	0.02605462102	0.4879781979	0.7166949782	0.3633378497
167	0.02604227186	0.4877604108	0.7169478026	0.3631553871
168	0.02602838738	0.4875030466	0.7172464258	0.3629645472
169	0.02601282581	0.4872064183	0.7175904121	0.3627630695
170	0.02600441906	0.4870318848	0.7177927128	0.3626358448
171	0.02598764384	0.4867351212	0.7181365233	0.362407121
172	0.02597210058	0.486475705	0.7184368939	0.3621984234
173	0.02595350738	0.4861725122	0.7187877493	0.3619540113
174	0.0259431938	0.4859820045	0.7190080933	0.3618041711
175	0.02593016011	0.4857316765	0.7192974952	0.3616226845
176	0.0259147501	0.485436992	0.7196379859	0.3614199856
177	0.02589558097	0.4850682675	0.7200637347	0.3611749606
178	0.02587970389	0.4847916382	0.720382933	0.3609627183
179	0.02586048023	0.484483946	0.7207377604	0.3606938121
180	0.02585084704	0.4842713461	0.7209827967	0.3605646381
181	0.02583265257	0.4839562397	0.7213457813	0.3603105219
182	0.0258077947	0.4835762692	0.7217831713	0.3599698774
183	0.02579688487	0.4833961378	0.7219904034	0.3598122785
184	0.02577727711	0.4830911088	0.7223411477	0.3595389475
185	0.02576247891	0.4828547823	0.7226127407	0.3593352569
186	0.02574868065	0.4826409182	0.7228584048	0.3591431056
187	0.02573206644	0.4823683642	0.7231713278	0.3589130608
188	0.02572287907	0.4822016607	0.7233626353	0.3587904545
189	0.02571184699	0.4819702853	0.7236280501	0.3586379687
190	0.02569354135	0.4816596114	0.7239842293	0.3583806201
191	0.02567836446	0.4813935093	0.7242891255	0.35816477
192	0.02565979124	0.4811232779	0.7245985804	0.3579092705
193	0.02564612809	0.4808814517	0.72487536	0.3577247201
194	0.02563252525	0.4806491303	0.7251411299	0.3575342509
195	0.0256216763	0.4804286016	0.7253932904	0.3573872537
196	0.02561654126	0.4803055609	0.7255339293	0.3573105419
197	0.02560471726	0.4800573707	0.7258175079	0.3571403457
198	0.02559145665	0.4798374301	0.7260686864	0.3569573746
199	0.02557649281	0.4796190097	0.7263180149	0.3567463709
200	0.02556054502	0.4793341953	0.7266429621	0.3565323142
201	0.02555091194	0.4791533932	0.7268491406	0.356402662
202	0.0255452446	0.4790247617	0.7269957787	0.3563190212
203	0.02553430664	0.4788310255	0.7272165611	0.3561760275
204	0.02551945592	0.4785905492	0.7274904844	0.3559612569
205	0.0255045583	0.4783240612	0.7277938764	0.35575941
206	0.02549621597	0.4781667422	0.7279729022	0.3556403584
207	0.02548253009	0.4779460261	0.7282239732	0.3554500525
208	0.02547344051	0.4777909448	0.7284003134	0.3553248905
209	0.02546273659	0.4776112505	0.728604569	0.3551771733
210	0.02545388427	0.477477784	0.7287562285	0.3550496426
211	0.02543642409	0.4772199682	0.7290490674	0.354806914
212	0.02542088718	0.4769698289	0.7293330359	0.3545935441
213	0.02540656538	0.4766836405	0.7296577462	0.3544041221
214	0.02539236438	0.4764660776	0.7299044634	0.3542112156
215	0.02538418973	0.4762944547	0.730099005	0.3540909298
216	0.02537088202	0.4760833896	0.7303381598	0.3539082686
217	0.02536323029	0.475943206	0.7304969412	0.3538029011
218	0.02535697496	0.475794371	0.7306654706	0.3537145444
219	0.02534255065	0.4755580601	0.7309329428	0.3535170039
220	0.02533275962	0.4753842817	0.7311295518	0.3533785832
221	0.0253226684	0.4751825466	0.7313577003	0.3532232146
222	0.0253142533	0.4750336928	0.7315259816	0.3531123388
223	0.0253010253	0.4748057975	0.7317835182	0.3529368987
224	0.02529016688	0.474621252	0.7319919762	0.352784523
225	0.02528163553	0.4744700999	0.7321626534	0.3526690363
226	0.02527048192	0.4742933022	0.7323622201	0.3525166549
227	0.02525908233	0.4741086506	0.7325705727	0.3523519793
228	0.02524844205	0.4739478526	0.7327519439	0.3522017032
229	0.02524068483	0.4737647711	0.7329583747	0.3520879596
230	0.02522880141	0.4735679902	0.7331801632	0.3519221741
231	0.02522247125	0.4734407039	0.7333235764	0.3518291397
232	0.02521501754	0.473315528	0.7334645742	0.351728449
233	0.02520328377	0.4731202619	0.733684447	0.3515678267
234	0.02519481361	0.4729713489	0.7338520644	0.3514494147
235	0.02518711364	0.4728516633	0.733986745	0.3513412536
236	0.02517566826	0.4726617228	0.7342004126	0.3511891201
237	0.02516330399	0.4724342715	0.7344561639	0.35102946
238	0.02515348879	0.4722458537	0.7346679318	0.3508966654
239	0.02514510531	0.4720715474	0.7348637641	0.3507842882
240	0.02513275466	0.4718406447	0.7351230711	0.3506122887
241	0.02512127715	0.4716083846	0.7353837743	0.3504581515
242	0.02510485708	0.4713326096	0.7356931548	0.3502365929
243	0.02509766899	0.4712196544	0.7358198222	0.3501369147
244	0.02508635976	0.4709865123	0.7360811708	0.3499882286
245	0.02507861055	0.4708581219	0.7362250392	0.3498845829
246	0.02506689037	0.4706395468	0.736469874	0.3497138897
247	0.0250599811	0.470510195	0.7366147128	0.3496193947
248	0.02505372185	0.4703964715	0.7367420192	0.3495341747
249	0.02504303437	0.4702169767	0.7369428898	0.3493902949
250	0.02503345293	0.4700666944	0.7371110101	0.3492549571
251	0.02502411933	0.4699111393	0.7372849725	0.3491295684
252	0.02501132859	0.4697136922	0.7375057011	0.3489350022
253	0.02500023269	0.4695274959	0.7377137674	0.3487908125
254	0.02499158013	0.4693909569	0.7378662913	0.3486678368
255	0.02498204642	0.4692454396	0.7380287958	0.348527469
256	0.02496976193	0.4690306186	0.7382686023	0.3483612933
257	0.02496146455	0.4688907471	0.7384246829	0.348249931
258	0.02494941059	0.4686613986	0.7386805089	0.3480815761
259	0.02494033484	0.468471875	0.738891818	0.3479600034
260	0.02493164311	0.4682887763	0.7390958825	0.3478466642
261	0.02492203811	0.4681403867	0.7392612048	0.3477103077
262	0.02490955305	0.4679306316	0.7394948059	0.3475424843
263	0.02489782436	0.4677338619	0.7397138501	0.3473790529
264	0.02488360887	0.4675066986	0.739966614	0.3471849318
265	0.024876594	0.4673745639	0.7401135833	0.3470781474
266	0.0248677661	0.4672069581	0.7402999463	0.346961001
267	0.02485606125	0.4670154943	0.7405127555	0.346792911
268	0.02484319913	0.4667810907	0.740773173	0.3466208666
269	0.02483568603	0.4666335791	0.7409369881	0.3465171302
270	0.02482056605	0.4663979386	0.7411985652	0.3463185786
271	0.02480633202	0.4661384387	0.741486475	0.346125279
272	0.02478552111	0.4658049768	0.7418562088	0.345845732
273	0.02477340245	0.4655859894	0.7420988724	0.3456834049
274	0.02476093604	0.4653753392	0.7423321898	0.3455140328
275	0.0247517796	0.4652112414	0.7425138721	0.3453938471
276	0.02474335498	0.4650295206	0.7427149913	0.345282099
277	0.02473468751	0.4649007063	0.7428575087	0.3451569706
278	0.02472806716	0.4647810323	0.7429898781	0.3450695164
279	0.02471560265	0.4645837583	0.7432080051	0.3448912167
280	0.02470742759	0.464411823	0.7433980395	0.3447806169
281	0.0246928241	0.4641607134	0.7436754562	0.3445888171
282	0.02468625017	0.4640484842	0.7437993944	0.3444935193
283	0.02467828717	0.4639046156	0.7439582292	0.3443905301
284	0.02467167006	0.4637574494	0.7441206536	0.3442939332
285	0.02466042001	0.4635745956	0.7443223939	0.3441276681
286	0.02465361993	0.4634643623	0.7444439744	0.3440311298
287	0.02463742614	0.4632037567	0.7447312915	0.3438082888
288	0.0246235741	0.4629592133	0.745000753	0.3436260087
289	0.0246161027	0.4628340852	0.7451385762	0.3435159153
290	0.02460492185	0.4626705438	0.7453186539	0.3433590466
291	0.02459203125	0.4624339824	0.7455790222	0.3431920872
292	0.02457512017	0.4621374495	0.7459052093	0.3429668822
293	0.02456798342	0.462013138	0.7460418901	0.3428695911
294	0.02455518877	0.4618084664	0.7462668469	0.3426978621
295	0.02454991502	0.4616976174	0.7463886406	0.34262652
296	0.02454422697	0.4615921076	0.7465045408	0.3425439354
297	0.02453377213	0.4613959338	0.7467199631	0.3423919992
298	0.02452293721	0.461227979	0.7469043247	0.3422459113
299	0.02451280235	0.4610662972	0.7470817372	0.3420911752
300	0.02449942514	0.460850369	0.7473185768	0.3419123671
301	0.0244904824	0.4606973756	0.7474863196	0.3417940621
302	0.02448189849	0.4605532303	0.7476443104	0.3416803145
303	0.02447445766	0.4604268338	0.7477828069	0.3415789293
304	0.02446564719	0.4602751166	0.7479489978	0.3414583327
305	0.02445802586	0.4601486884	0.7480874453	0.3413557596
306	0.02444615075	0.4599450628	0.7483103494	0.3411800703
307	0.02443899638	0.4598228349	0.748444102	0.3410782221
308	0.02443112471	0.4597043799	0.7485736919	0.340966501
309	0.02442471259	0.459605375	0.7486819778	0.3408761829
310	0.024416627	0.4594882163	0.7488100892	0.3407568735
311	0.02440426857	0.4592275071	0.7490950538	0.3405767847
312	0.0243965797	0.4590987739	0.7492357042	0.3404771518
313	0.02438642963	0.45891382	0.7494377108	0.3403470448
314	0.02437142188	0.4586650976	0.749709237	0.3401484181
315	0.0243637108	0.4585342405	0.7498520325	0.3400438758
316	0.02434821011	0.4582975009	0.7501102669	0.3398354754
317	0.02434100493	0.4581804603	0.7502378849	0.3397359032
318	0.02433016978	0.4580178727	0.7504151121	0.3395885044
319	0.02431899989	0.4578196002	0.7506311521	0.3394433419
320	0.02431094428	0.4576943608	0.7507675663	0.3393408795
321	0.02429914088	0.4574984322	0.7509809021	0.339179038
322	0.02429135808	0.4573626895	0.7511286513	0.3390747472
323	0.02428588653	0.4572728282	0.7512264368	0.3390032778
324	0.02427814206	0.4571447183	0.7513658104	0.3388985896
325	0.02426888492	0.4569875256	0.7515367705	0.3387712269
326	0.0242554052	0.4567894136	0.7517521501	0.3385797326
327	0.02424519362	0.4565957879	0.751962562	0.3384396433
328	0.02423713796	0.4564439592	0.752127491	0.3383277536
329	0.02422432054	0.4562337529	0.752355744	0.3381587367
330	0.02421947907	0.456123751	0.752475148	0.338092754
331	0.0242099644	0.4559793881	0.7526318061	0.3379514737
332	0.02420051594	0.4557713979	0.7528574235	0.3378199325
333	0.02418959186	0.455590926	0.753053107	0.3376562211
334	0.02418259165	0.4554836516	0.7531693865	0.3375541495
335	0.02418031555	0.4554346813	0.7532224586	0.3375215587
336	0.02417575101	0.4553392783	0.7533258361	0.3374566831
337	0.02416727995	0.45521688	0.7534584336	0.3373322139
338	0.02415615497	0.4550174632	0.7536743912	0.3371669218
339	0.02414437776	0.4547924567	0.7539179474	0.3370118842
340	0.02413760117	0.4546512616	0.7540707212	0.3369225892
341	0.02413166845	0.4545370356	0.7541942795	0.3368336973
342	0.02412226763	0.4543741396	0.7543704306	0.3367074348
343	0.02411011535	0.4541512799	0.7546113225	0.3365453586
344	0.02409956925	0.4540009946	0.754773701	0.3364050166
345	0.02408915165	0.4537868009	0.7550050377	0.336269637
346	0.02408086778	0.4536699868	0.755131155	0.3361485122
347	0.02407378666	0.4535263594	0.7552861765	0.3360546274
348	0.02406491631	0.4533743725	0.7554501673	0.3359244036
349	0.02405528752	0.4532180532	0.7556187751	0.3357835107
350	0.02404446173	0.4530571883	0.7557922254	0.3356311901
351	0.02403151313	0.4528562841	0.7560087609	0.3354492775
352	0.0240237138	0.4527192649	0.7561563858	0.3353448133
353	0.02401783622	0.4526350476	0.7562470996	0.3352618396
354	0.02401272049	0.4525224243	0.7563683842	0.335194511
355	0.02400615385	0.4524230041	0.7564754253	0.3351032872
356	0.02400050746	0.4523136523	0.7565931321	0.3350250682
357	0.0239897776	0.4521325926	0.7567879631	0.3348784802
358	0.02398373379	0.452013856	0.7569156884	0.3347978416
359	0.02397747614	0.4519102651	0.757027094	0.3347035802
360	0.02396914945	0.4517783593	0.7571689136	0.3345864613
361	0.02395925904	0.4516079977	0.7573520179	0.3344531487
362	0.02395298629	0.4515059466	0.7574616692	0.3343681047
363	0.02394532709	0.4513870605	0.757589378	0.3342520527
364	0.02393471302	0.451219859	0.7577689308	0.3340992548
365	0.02392724152	0.4510799222	0.7579191537	0.3339924875
366	0.02391695542	0.4509066524	0.7581050952	0.3338523547
367	0.02390842102	0.4507428978	0.75828076	0.3337384932
368	0.02390070742	0.4506187513	0.7584138934	0.3336318607
369	0.02389298082	0.4504859944	0.7585562199	0.3335271607
370	0.02388779725	0.4503952808	0.7586534484	0.3334528145
371	0.023878199	0.450225403	0.7588354738	0.3333263677
372	0.02387094598	0.4500880415	0.7589826074	0.3332283996
373	0.02386457998	0.449969021	0.7591100591	0.3331358992
374	0.02385544579	0.4498060443	0.7592845259	0.3330158375
375	0.02384686405	0.4496677637	0.759432506	0.3328977803
376	0.02384323493	0.4496134899	0.7594905744	0.33284551
377	0.02383567627	0.4494630279	0.7596515191	0.3327332467
378	0.02382698341	0.449308784	0.7598164534	0.3326149081
379	0.02381609187	0.4491173151	0.7600211139	0.3324711753
380	0.02381152604	0.4490235881	0.7601212665	0.3324022863
381	0.02380786338	0.4489435642	0.7602067602	0.3323527007
382	0.02379846082	0.4487993447	0.7603607987	0.3322123303
383	0.02379156246	0.4486807483	0.7604874326	0.3321223984
384	0.02378676313	0.4486168729	0.7605556229	0.3320545166
385	0.02378157533	0.4485233162	0.7606554823	0.3319867794
386	0.02377540373	0.4484223084	0.7607632713	0.3318986472
387	0.0237666396	0.4482964137	0.7608975841	0.3317786921
388	0.02375978767	0.4481957993	0.7610048989	0.3316853108
389	0.02375302084	0.4480585597	0.7611512393	0.3315936692
390	0.02374778947	0.4479607315	0.7612555275	0.3315223725
391	0.02374344927	0.4478930046	0.7613277133	0.3314613855
392	0.02373821029	0.4478043769	0.7614221594	0.3313858896
393	0.02373281741	0.4477026112	0.761530583	0.3313069646
394	0.02372751798	0.4475879052	0.7616527639	0.3312353367
395	0.02372134483	0.4474916989	0.7617552155	0.3311450844
396	0.02371588072	0.4474108328	0.7618413141	0.3310724714
397	0.02371052535	0.4473172237	0.7619409606	0.3310037555
398	0.023705095	0.4471882217	0.7620782488	0.3309291506
399	0.02369611165	0.4470327388	0.7622436661	0.330804207
400	0.02369099772	0.4469450189	0.7623369653	0.3307265662
401	0.02368285048	0.4468006024	0.7624905275	0.3306135763
402	0.02367594698	0.4466936195	0.7626042534	0.330515044
403	0.02367056341	0.4466013343	0.7627023334	0.3304455353
404	0.02366415702	0.4464973454	0.7628128277	0.3303530194
405	0.02365796991	0.4463974044	0.7629189967	0.3302719213
406	0.02365256888	0.4463124983	0.763009175	0.3301956448
407	0.02364611305	0.4461956719	0.7631332278	0.3300992096
408	0.02363841568	0.4460788415	0.7632572525	0.3299927754
409	0.02362903461	0.4459236167	0.7634219854	0.3298644318
410	0.02362413419	0.445822978	0.763528758	0.3297978987
411	0.02362039746	0.4457610661	0.7635944315	0.3297431151
412	0.02361630692	0.4456622616	0.7636992201	0.3296843091
413	0.02360683968	0.4455046589	0.76386632	0.3295531831
414	0.02359986773	0.4453819989	0.7639963306	0.3294614047
415	0.02359342324	0.4452513802	0.7641347376	0.329370291
416	0.02359067948	0.4451957032	0.764193722	0.3293296708
417	0.02358564748	0.445079878	0.7643164041	0.3292562221
418	0.02358299714	0.4450230389	0.7643765963	0.3292215834
419	0.02357715784	0.4449255936	0.7644797724	0.3291412543
420	0.02357044709	0.444817203	0.764594511	0.3290512838
421	0.02356151073	0.4446641234	0.7647565083	0.328931385
422	0.02355395917	0.4445283527	0.7649001416	0.3288316227
423	0.02355049544	0.44446831	0.7649636475	0.3287845189
424	0.02354206363	0.4443201726	0.7651202925	0.3286653382
425	0.0235364158	0.4442270495	0.765218737	0.3285838243
426	0.02352900698	0.4440965615	0.7653566468	0.3284865609
427	0.02352148567	0.4439587788	0.7655022222	0.3283838175
428	0.02351788257	0.443900956	0.765563302	0.3283353112
429	0.02351361915	0.4438297814	0.7656384745	0.3282760572
430	0.02350709037	0.4437250408	0.7657490768	0.328186924
431	0.02349933891	0.4435926252	0.7658888653	0.3280825623
432	0.02349536746	0.4435178493	0.7659677864	0.3280303893
433	0.02348554308	0.4433703019	0.7661234739	0.3278917445
434	0.02347647908	0.4431944707	0.766308938	0.3277758182
435	0.02347179339	0.4431043185	0.7664040006	0.3277074717
436	0.02346609886	0.4430042258	0.7665095226	0.3276274072
437	0.02346166211	0.4429231604	0.7665949677	0.3275658319
438	0.02345708176	0.4428467729	0.7666754678	0.3275018546
439	0.02345201399	0.4427426955	0.7667851263	0.3274347499
440	0.02344918233	0.4427020104	0.7668279861	0.3273941463
441	0.02343754165	0.4424800855	0.7670617042	0.3272218978
442	0.02343479892	0.4424173669	0.7671277343	0.327186032
443	0.02342559412	0.4422765315	0.7672759719	0.327053627
444	0.02341760203	0.4421341273	0.7674258128	0.3269376861
445	0.02341255547	0.4420404049	0.7675244032	0.3268683662
446	0.0234098802	0.4420024124	0.7675643631	0.3268299854
447	0.02340564021	0.441917464	0.7676536981	0.3267700998
448	0.02340191736	0.4418571046	0.7677171639	0.3267235637
449	0.02339608071	0.4417324012	0.7678482578	0.3266401594
450	0.023391602	0.4416330424	0.7679526817	0.3265758141
451	0.02338778521	0.4415521658	0.768037664	0.3265215749
452	0.0233783673	0.4414020418	0.7681953675	0.3263910585
453	0.02337027267	0.4412699516	0.7683340825	0.3262755229
454	0.02336479247	0.4411608256	0.7684486503	0.3261990759
455	0.02336179521	0.4411004819	0.768511991	0.326155525
456	0.02335768261	0.441032461	0.7685833798	0.3260979406
457	0.02334885213	0.4408589666	0.7687654144	0.3259760498
458	0.02334445556	0.4407842689	0.7688437669	0.3259112514
459	0.02333605304	0.4406454502	0.7689893427	0.3257906987
460	0.02332725333	0.4405044374	0.7691371725	0.3256688396
461	0.02332292921	0.4404301763	0.7692150046	0.3256101232
462	0.02331531342	0.4403239077	0.7693263604	0.3254964406
463	0.02331068319	0.4402518067	0.7694018977	0.3254314304
464	0.0233064838	0.4401719238	0.7694855733	0.3253703998
465	0.02329862853	0.4400490238	0.7696142788	0.3252530566
466	0.02329369456	0.4399610842	0.7697063504	0.3251883801
467	0.02328920359	0.4398717716	0.7697998406	0.3251238886
468	0.0232860281	0.4397960175	0.7698791233	0.3250822775
469	0.02328126443	0.4396885725	0.7699915496	0.3250176051
